EpochTime,X,Y,Z,ClockBias,HDOP,VDOP,PDOP,GDOP,EastError,NorthError,UpError,NumSats
522602.000000,-1641889.075949,-3664877.140481,4939967.062136,0.245174,0.965836,1.205983,1.545068,1.705000,0.045801,0.421122,-3.371993,10
522603.000000,-1641889.305730,-3664877.017668,4939966.716224,0.526749,0.965829,1.205992,1.545070,1.704999,-0.214110,0.217893,-3.652495,10
522606.000000,-1641889.101363,-3664877.165115,4939967.077436,0.234655,0.965807,1.206018,1.545077,1.704997,0.032683,0.405159,-3.339437,10
522607.000000,-1641889.142677,-3664877.236988,4939966.932567,0.511713,0.965799,1.206026,1.545079,1.704996,0.024371,0.249971,-3.400325,10
522608.000000,-1641889.587827,-3664877.388878,4939968.127304,-0.347161,0.965792,1.206035,1.545081,1.704995,-0.319750,0.751110,-2.269367,10
522610.000000,-1641889.741907,-3664877.627551,4939967.081497,-0.123530,0.965777,1.206051,1.545084,1.704993,-0.362762,-0.124397,-2.906592,10
522611.000000,-1641889.689150,-3664877.264100,4939967.144302,-0.071706,0.965770,1.206059,1.545086,1.704992,-0.463239,0.189890,-3.079658,10
522612.000000,-1641890.006076,-3664877.758254,4939967.911200,-0.518721,0.965762,1.206067,1.545088,1.704990,-0.550389,0.220028,-2.118275,10
522613.000000,-1641889.952302,-3664877.942056,4939967.652774,-0.548960,0.965755,1.206075,1.545089,1.704989,-0.426156,-0.055719,-2.227768,10
522615.000000,-1641889.857934,-3664877.585500,4939967.233889,-0.300305,0.965740,1.206091,1.545092,1.704986,-0.485840,-0.035713,-2.782330,10
522616.000000,-1641889.992617,-3664877.908376,4939967.851216,-0.604781,0.965732,1.206099,1.545093,1.704984,-0.476719,0.080040,-2.082331,10
522617.000000,-1641889.840081,-3664877.909073,4939967.592044,-0.699986,0.965725,1.206106,1.545094,1.704982,-0.337234,-0.034754,-2.322757,10
522618.000000,-1641889.811848,-3664877.690504,4939968.029483,-0.466646,0.965717,1.206114,1.545096,1.704980,-0.400845,0.404233,-2.114991,10
522620.000000,-1641889.414871,-3664877.607990,4939967.744118,-0.322046,0.965702,1.206129,1.545098,1.704976,-0.072317,0.409830,-2.486299,10
522621.000000,-1641889.327917,-3664877.393028,4939967.748278,-0.281843,0.965694,1.206136,1.545098,1.704974,-0.080867,0.592727,-2.628645,10
522622.000000,-1641889.502598,-3664877.284247,4939967.122765,-0.081818,0.965686,1.206143,1.545099,1.704971,-0.284758,0.221405,-3.132790,10
522625.000000,-1641889.357598,-3664877.326604,4939967.267411,0.027673,0.965663,1.206164,1.545101,1.704963,-0.135115,0.328337,-3.033221,10
522626.000000,-1641889.695180,-3664877.570655,4939967.653832,-0.335625,0.965655,1.206171,1.545102,1.704961,-0.343386,0.290436,-2.505935,10
522627.000000,-1641889.422413,-3664877.125719,4939967.379799,0.188440,0.965648,1.206178,1.545102,1.704958,-0.276408,0.520951,-3.044304,10
522629.000000,-1641889.584865,-3664876.919162,4939967.072516,0.123177,0.965632,1.206191,1.545102,1.704952,-0.509122,0.422870,-3.360063,10
522630.000000,-1641889.709829,-3664877.542358,4939967.443362,-0.387217,0.965624,1.206197,1.545103,1.704949,-0.368325,0.173638,-2.682143,10
522631.000000,-1641890.191097,-3664877.688547,4939967.902639,-0.663029,0.965616,1.206204,1.545103,1.704945,-0.747737,0.205278,-2.117368,10
522632.000000,-1641889.887353,-3664878.069364,4939967.805385,-0.747496,0.965608,1.206210,1.545102,1.704942,-0.314827,-0.029565,-2.052733,10
522634.000000,-1641889.893723,-3664878.039082,4939967.848231,-0.887123,0.965592,1.206222,1.545102,1.704935,-0.333023,0.016827,-2.035123,10
522635.000000,-1641889.749811,-3664877.821053,4939967.213686,-0.338777,0.965584,1.206228,1.545102,1.704931,-0.290849,-0.181247,-2.690777,10
522636.000000,-1641889.618388,-3664877.922957,4939967.518940,-0.513555,0.965576,1.206234,1.545101,1.704927,-0.129246,-0.020009,-2.428625,10
522637.000000,-1641889.661333,-3664877.826561,4939967.551559,-0.543110,0.965568,1.206240,1.545101,1.704924,-0.207854,0.055261,-2.447482,10
522639.000000,-1641889.316350,-3664877.939115,4939967.635478,-0.625002,0.965552,1.206251,1.545100,1.704916,0.152993,0.137824,-2.406289,10
522640.000000,-1641889.697148,-3664877.578326,4939967.966669,-0.551688,0.965544,1.206257,1.545099,1.704911,-0.342045,0.480906,-2.257643,10
522641.000000,-1641889.299979,-3664877.556882,4939967.459178,-0.416190,0.965536,1.206262,1.545098,1.704907,0.011632,0.303652,-2.766802,10
522644.000000,-1641889.856949,-3664877.132161,4939967.324257,-0.050183,0.965511,1.206278,1.545095,1.704894,-0.670319,0.343239,-2.972189,10
522645.000000,-1641889.389137,-3664877.109488,4939967.091010,0.212941,0.965503,1.206283,1.545094,1.704889,-0.252678,0.361628,-3.286839,10
522646.000000,-1641889.487076,-3664877.566390,4939967.124794,-0.145192,0.965495,1.206288,1.545093,1.704884,-0.155220,0.027300,-2.973439,10
522648.000000,-1641889.555993,-3664877.803170,4939967.284935,-0.313177,0.965479,1.206298,1.545090,1.704874,-0.121289,-0.062127,-2.695390,10
522649.000000,-1641889.728289,-3664876.860118,4939966.998932,0.194930,0.965470,1.206303,1.545089,1.704869,-0.664151,0.372931,-3.414317,10
522650.000000,-1641889.948983,-3664877.624486,4939967.393041,-0.330570,0.965462,1.206307,1.545087,1.704864,-0.552987,0.007629,-2.612767,10
522651.000000,-1641889.999956,-3664877.791746,4939967.692522,-0.637305,0.965454,1.206312,1.545085,1.704859,-0.531108,0.060810,-2.270779,10
522653.000000,-1641890.020112,-3664877.553203,4939967.666030,-0.413392,0.965437,1.206321,1.545082,1.704848,-0.647046,0.207117,-2.422975,10
522654.000000,-1641889.864533,-3664877.443319,4939967.384278,-0.341927,0.965428,1.206325,1.545080,1.704843,-0.550002,0.157617,-2.745148,10
522655.000000,-1641889.697620,-3664877.927474,4939967.608106,-0.717924,0.965420,1.206329,1.545078,1.704837,-0.199704,0.007596,-2.336309,10
522656.000000,-1641890.111210,-3664877.772880,4939967.652035,-0.655869,0.965411,1.206333,1.545076,1.704831,-0.640350,0.013375,-2.284512,10
522658.000000,-1641889.771929,-3664877.928938,4939967.712839,-0.634745,0.965394,1.206341,1.545071,1.704819,-0.266917,0.048715,-2.234897,10
522659.000000,-1641889.786924,-3664877.617012,4939968.092127,-0.708491,0.965386,1.206345,1.545069,1.704813,-0.408153,0.503697,-2.114791,10
522660.000000,-1641889.669649,-3664877.757687,4939967.354720,-0.304164,0.965377,1.206349,1.545067,1.704807,-0.243606,-0.022149,-2.637975,10
522663.000000,-1641889.698225,-3664877.385245,4939967.752485,-0.271073,0.965352,1.206360,1.545059,1.704788,-0.421982,0.483086,-2.534701,10
522664.000000,-1641889.596052,-3664877.481005,4939967.220540,-0.135611,0.965343,1.206363,1.545056,1.704782,-0.289585,0.113406,-2.919905,10
522665.000000,-1641889.437993,-3664877.664766,4939967.554802,-0.164720,0.965334,1.206366,1.545053,1.704775,-0.070200,0.243224,-2.595097,10
522667.000000,-1641889.421903,-3664877.483795,4939967.652306,-0.344779,0.965317,1.206373,1.545047,1.704761,-0.129520,0.438088,-2.627128,10
522668.000000,-1641889.611422,-3664878.076204,4939967.979518,-0.764409,0.965308,1.206376,1.545044,1.704754,-0.060223,0.162764,-1.984222,10
522669.000000,-1641889.306236,-3664877.242198,4939967.298772,0.010383,0.965299,1.206379,1.545041,1.704747,-0.122758,0.424308,-3.070410,10
522670.000000,-1641889.296525,-3664877.356831,4939966.819840,0.159582,0.965291,1.206381,1.545038,1.704740,-0.067021,0.045117,-3.379795,10
522672.000000,-1641890.089387,-3664877.479743,4939967.917295,-0.370948,0.965273,1.206387,1.545031,1.704725,-0.740303,0.395092,-2.251808,10
522673.000000,-1641889.736363,-3664877.843529,4939967.213073,-0.533494,0.965264,1.206389,1.545028,1.704718,-0.269385,-0.193312,-2.681823,10
522674.000000,-1641889.797618,-3664878.070053,4939967.107013,-0.440724,0.965255,1.206392,1.545024,1.704710,-0.232656,-0.440261,-2.618729,10
522675.000000,-1641889.892074,-3664877.823205,4939967.646061,-0.520046,0.965246,1.206394,1.545020,1.704703,-0.419794,0.043607,-2.316604,10
522677.000000,-1641889.830808,-3664877.811175,4939967.319183,-0.448832,0.965229,1.206399,1.545013,1.704687,-0.368803,-0.133723,-2.593554,10
522678.000000,-1641889.620237,-3664877.232007,4939967.297571,-0.156786,0.965220,1.206401,1.545009,1.704679,-0.413474,0.330893,-2.996518,10
522679.000000,-1641889.838110,-3664877.512815,4939967.002442,-0.312863,0.965211,1.206403,1.545005,1.704671,-0.497472,-0.123209,-3.009164,10
522682.000000,-1641889.492120,-3664877.164618,4939966.763136,0.331198,0.965184,1.206409,1.544992,1.704646,-0.324114,0.083735,-3.483863,10
522683.000000,-1641889.451478,-3664876.753464,4939966.581658,0.475346,0.965175,1.206410,1.544988,1.704638,-0.455153,0.274565,-3.871221,10
522684.000000,-1641889.525365,-3664876.886115,4939966.322544,0.597555,0.965165,1.206412,1.544983,1.704629,-0.468337,-0.005912,-3.977779,10
522686.000000,-1641889.354071,-3664877.396807,4939966.774390,0.193790,0.965147,1.206415,1.544974,1.704612,-0.103188,-0.030127,-3.377452,10
522687.000000,-1641888.984715,-3664877.297374,4939966.644366,0.320492,0.965138,1.206416,1.544970,1.704603,0.193215,0.076288,-3.630508,10
522688.000000,-1641889.544920,-3664877.096251,4939967.206941,0.030643,0.965129,1.206417,1.544965,1.704594,-0.400254,0.394300,-3.164211,10
522689.000000,-1641889.157748,-3664877.217644,4939966.539693,0.203464,0.965120,1.206418,1.544960,1.704585,0.002707,0.012085,-3.713204,10
522691.000000,-1641889.729324,-3664877.282908,4939967.061133,-0.067201,0.965101,1.206420,1.544950,1.704567,-0.492209,0.111505,-3.123261,10
522692.000000,-1641889.715625,-3664877.593931,4939967.513007,-0.356365,0.965092,1.206421,1.544945,1.704557,-0.352525,0.178933,-2.596901,10
522693.000000,-1641889.623101,-3664877.384983,4939966.790493,0.121500,0.965083,1.206422,1.544940,1.704548,-0.353533,-0.097205,-3.302588,10
522694.000000,-1641889.470141,-3664877.270613,4939966.782845,0.162033,0.965073,1.206423,1.544934,1.704538,-0.260714,0.027855,-3.413406,10
522696.000000,-1641889.804644,-3664877.927621,4939967.262399,-0.364759,0.965054,1.206424,1.544923,1.704519,-0.297311,-0.243749,-2.577693,10
522697.000000,-1641889.452258,-3664877.822515,4939967.306040,-0.286339,0.965045,1.206424,1.544918,1.704509,-0.018713,-0.029600,-2.694529,10
522698.000000,-1641889.506974,-3664878.016594,4939967.074958,-0.340154,0.965036,1.206424,1.544912,1.704499,0.010717,-0.329980,-2.748985,10
522701.000000,-1641889.276429,-3664877.198826,4939966.481366,0.475162,0.965007,1.206425,1.544895,1.704469,-0.113293,-0.048955,-3.738881,10
522702.000000,-1641888.756677,-3664877.265773,4939966.201120,0.531135,0.964998,1.206425,1.544889,1.704458,0.388394,-0.107199,-4.052058,10
522703.000000,-1641889.486447,-3664877.305935,4939966.880216,0.191717,0.964988,1.206425,1.544883,1.704448,-0.261150,0.058763,-3.313210,10
522705.000000,-1641889.080857,-3664877.129771,4939967.013463,0.221723,0.964969,1.206424,1.544870,1.704427,0.036943,0.396584,-3.414740,10
522706.000000,-1641889.451304,-3664877.272579,4939967.087423,0.015798,0.964960,1.206424,1.544864,1.704416,-0.242720,0.223804,-3.180153,10
522707.000000,-1641889.424095,-3664877.303321,4939966.847201,0.175778,0.964950,1.206423,1.544858,1.704405,-0.205319,0.059714,-3.356414,10
522708.000000,-1641889.297123,-3664877.067826,4939966.615437,0.357034,0.964940,1.206423,1.544851,1.704394,-0.185746,0.121700,-3.704363,10
522710.000000,-1641889.555301,-3664877.368234,4939966.506174,0.348552,0.964921,1.206421,1.544838,1.704372,-0.298510,-0.242368,-3.550811,10
522711.000000,-1641889.540747,-3664877.697032,4939966.916939,-0.092825,0.964911,1.206420,1.544831,1.704361,-0.150777,-0.213114,-3.046463,10
522712.000000,-1641889.522775,-3664877.466885,4939967.036168,-0.041476,0.964901,1.206419,1.544824,1.704349,-0.228487,0.030910,-3.090268,10
522713.000000,-1641889.549015,-3664877.307255,4939967.186093,-0.081423,0.964892,1.206418,1.544817,1.704338,-0.317708,0.230089,-3.058405,10
522715.000000,-1641889.283024,-3664877.106610,4939966.975742,0.164818,0.964872,1.206416,1.544803,1.704315,-0.157020,0.325013,-3.405428,10
522716.000000,-1641889.985988,-3664877.806869,4939967.609861,-0.604625,0.964862,1.206415,1.544796,1.704303,-0.512177,0.002585,-2.330007,10
522717.000000,-1641889.900039,-3664877.503409,4939967.667078,-0.333906,0.964852,1.206413,1.544789,1.704291,-0.557832,0.281328,-2.481555,10
522718.000000,-1641889.659653,-3664877.515703,4939967.410095,-0.002102,0.964842,1.206412,1.544782,1.704279,-0.333436,0.187625,-2.736197,10
522720.000000,-1641889.722397,-3664876.815770,4939967.448502,0.117020,0.964823,1.206408,1.544767,1.704255,-0.676909,0.688737,-3.091488,10
522721.000000,-1641889.332851,-3664877.492111,4939967.258657,-0.021755,0.964813,1.206407,1.544759,1.704242,-0.044852,0.213203,-2.951500,10
522722.000000,-1641889.504748,-3664877.349907,4939967.577796,-0.242350,0.964803,1.206405,1.544751,1.704230,-0.259870,0.459980,-2.740575,10
522724.000000,-1641889.289705,-3664877.164840,4939967.186449,0.133189,0.964783,1.206401,1.544736,1.704205,-0.139306,0.413923,-3.206396,10
522725.000000,-1641889.694440,-3664877.028867,4939967.682327,-0.104733,0.964773,1.206399,1.544728,1.704192,-0.564257,0.693237,-2.794578,10
522726.000000,-1641889.844633,-3664877.545680,4939967.368584,-0.164417,0.964763,1.206396,1.544720,1.704180,-0.489985,0.081414,-2.703784,10
522727.000000,-1641889.344212,-3664877.323399,4939967.406905,-0.142532,0.964753,1.206394,1.544712,1.704167,-0.124210,0.422510,-2.929970,10
522729.000000,-1641889.795972,-3664877.630263,4939967.704630,-0.413695,0.964732,1.206389,1.544695,1.704141,-0.410991,0.247964,-2.406346,10
522730.000000,-1641889.603393,-3664877.799509,4939967.281170,-0.289661,0.964722,1.206387,1.544687,1.704128,-0.166042,-0.076973,-2.688241,10
522731.000000,-1641889.675075,-3664877.354625,4939967.335251,-0.129448,0.964712,1.206384,1.544678,1.704114,-0.413376,0.250061,-2.882815,10
522732.000000,-1641889.827560,-3664877.734312,4939968.040229,-0.635822,0.964702,1.206381,1.544670,1.704101,-0.397270,0.374882,-2.077477,10
522734.000000,-1641889.147523,-3664877.628058,4939966.865727,0.076539,0.964681,1.206375,1.544653,1.704074,0.179863,-0.071218,-3.226872,10
522735.000000,-1641889.741311,-3664877.676838,4939967.093468,-0.106456,0.964671,1.206372,1.544644,1.704060,-0.342064,-0.151679,-2.869174,10
522736.000000,-1641889.795200,-3664877.609546,4939967.660495,-0.338159,0.964661,1.206369,1.544635,1.704046,-0.418758,0.235190,-2.452759,10
522737.000000,-1641889.557724,-3664877.402338,4939967.305608,-0.161868,0.964650,1.206366,1.544626,1.704033,-0.286775,0.234896,-2.908670,10
522739.000000,-1641889.214495,-3664876.818882,4939967.401806,0.115039,0.964630,1.206359,1.544608,1.704005,-0.212139,0.818775,-3.256516,10
522740.000000,-1641889.476484,-3664877.694148,4939967.812101,-0.495565,0.964619,1.206356,1.544599,1.703990,-0.093312,0.371768,-2.368183,10
522741.000000,-1641889.654218,-3664877.634978,4939968.035170,-0.524885,0.964609,1.206352,1.544589,1.703976,-0.279703,0.497377,-2.182896,10
522743.000000,-1641889.219556,-3664877.325814,4939967.028586,0.131497,0.964588,1.206345,1.544570,1.703947,-0.009464,0.222772,-3.254945,10
522744.000000,-1641889.439448,-3664877.161635,4939967.074021,0.203397,0.964578,1.206341,1.544561,1.703933,-0.277268,0.297925,-3.257234,10
522745.000000,-1641889.442934,-3664877.096349,4939966.918033,0.162596,0.964567,1.206337,1.544551,1.703918,-0.307145,0.245168,-3.415128,10
522746.000000,-1641889.380317,-3664877.354358,4939967.600001,-0.211596,0.964556,1.206333,1.544542,1.703903,-0.144498,0.510356,-2.752715,10
522748.000000,-1641889.483480,-3664877.349268,4939967.759542,-0.285468,0.964535,1.206325,1.544522,1.703873,-0.240724,0.581382,-2.605005,10
522749.000000,-1641889.547449,-3664877.550534,4939967.527626,-0.265434,0.964525,1.206320,1.544512,1.703858,-0.216799,0.272432,-2.653613,10
522750.000000,-1641889.726603,-3664877.476187,4939967.795698,-0.393736,0.964514,1.206316,1.544502,1.703843,-0.410691,0.436639,-2.441651,10
522751.000000,-1641889.751931,-3664877.312436,4939967.765908,-0.318735,0.964503,1.206311,1.544492,1.703828,-0.500766,0.526127,-2.552204,10
522753.000000,-1641889.823120,-3664877.527808,4939967.755873,-0.469498,0.964482,1.206302,1.544471,1.703797,-0.477661,0.344262,-2.418244,10
522754.000000,-1641889.903435,-3664877.483865,4939968.192700,-0.581910,0.964471,1.206297,1.544461,1.703782,-0.568924,0.624349,-2.082950,10
522755.000000,-1641889.735513,-3664877.464748,4939967.772372,-0.410052,0.964461,1.206293,1.544450,1.703766,-0.423499,0.427271,-2.464068,10
522756.000000,-1641889.762962,-3664877.315605,4939967.805900,-0.208446,0.964450,1.206288,1.544440,1.703750,-0.509536,0.545492,-2.516439,10
522758.000000,-1641890.085665,-3664877.810346,4939967.678255,-0.575415,0.964428,1.206278,1.544418,1.703718,-0.601718,0.011374,-2.249195,10
522759.000000,-1641889.978175,-3664877.437399,4939967.707814,-0.345707,0.964417,1.206272,1.544407,1.703702,-0.656130,0.328929,-2.467634,10
522760.000000,-1641889.551913,-3664876.722155,4939966.864195,0.241440,0.964407,1.206267,1.544397,1.703686,-0.559611,0.442347,-3.643553,10
522762.000000,-1641889.673003,-3664877.028798,4939967.103679,0.330391,0.964385,1.206256,1.544374,1.703653,-0.544722,0.336567,-3.250318,10
522763.000000,-1641889.651579,-3664877.162690,4939967.469584,0.004460,0.964374,1.206251,1.544363,1.703637,-0.470420,0.478203,-2.894380,10
522764.000000,-1641889.401404,-3664876.749745,4939967.148765,0.427550,0.964363,1.206245,1.544352,1.703620,-0.410978,0.649423,-3.445004,10
522765.000000,-1641889.176791,-3664877.043354,4939967.302720,0.119133,0.964352,1.206239,1.544341,1.703604,-0.085941,0.609146,-3.214595,10
522767.000000,-1641889.489419,-3664876.753267,4939967.309620,0.298662,0.964330,1.206227,1.544318,1.703570,-0.489858,0.719980,-3.295227,10
522768.000000,-1641889.472184,-3664876.797496,4939967.022610,0.289675,0.964319,1.206221,1.544306,1.703553,-0.456044,0.513746,-3.497593,10
522769.000000,-1641889.460339,-3664877.414462,4939967.194783,-0.172085,0.964308,1.206215,1.544294,1.703536,-0.192947,0.187644,-3.012960,10
522770.000000,-1641889.493827,-3664877.200558,4939967.135116,0.086939,0.964297,1.206209,1.544283,1.703519,-0.310976,0.291373,-3.173415,10
522772.000000,-1641890.262172,-3664877.333444,4939967.548969,-0.254976,0.964275,1.206196,1.544259,1.703484,-0.957806,0.212590,-2.577856,10
522773.000000,-1641889.623248,-3664877.036791,4939967.161913,0.229306,0.964263,1.206190,1.544247,1.703467,-0.496049,0.383307,-3.213211,10
522774.000000,-1641889.691134,-3664877.502692,4939967.214745,-0.171017,0.964252,1.206183,1.544235,1.703449,-0.367485,0.064118,-2.887553,10
522775.000000,-1641889.887936,-3664877.093103,4939967.118833,0.274714,0.964241,1.206177,1.544222,1.703431,-0.714568,0.232053,-3.146442,10
522777.000000,-1641889.802658,-3664877.199907,4939967.454634,0.044987,0.964219,1.206163,1.544198,1.703396,-0.593072,0.394322,-2.845862,10
522778.000000,-1641889.743055,-3664877.313262,4939967.453816,-0.072619,0.964207,1.206156,1.544185,1.703378,-0.492328,0.332291,-2.796820,10
522779.000000,-1641889.784536,-3664877.494026,4939968.111679,-0.570025,0.964196,1.206149,1.544173,1.703360,-0.456265,0.604059,-2.170704,10
522781.000000,-1641890.120357,-3664877.039629,4939967.409855,-0.156496,0.964173,1.206135,1.544148,1.703323,-0.948536,0.378913,-2.890974,10
522782.000000,-1641889.625804,-3664877.007319,4939967.357096,0.161363,0.964162,1.206128,1.544135,1.703305,-0.510432,0.526044,-3.077597,10
522783.000000,-1641889.747295,-3664877.061912,4939967.052160,0.197290,0.964151,1.206120,1.544122,1.703286,-0.598978,0.257054,-3.252328,10
522784.000000,-1641889.553320,-3664876.979841,4939967.145932,-0.039456,0.964139,1.206113,1.544109,1.703268,-0.455522,0.435948,-3.276260,10
522786.000000,-1641889.092333,-3664876.629630,4939966.529197,0.738129,0.964116,1.206098,1.544083,1.703230,-0.178046,0.443785,-4.075299,10
522787.000000,-1641889.617833,-3664877.242368,4939966.961321,-0.042094,0.964105,1.206090,1.544069,1.703211,-0.407043,0.113050,-3.252800,10
522788.000000,-1641889.640470,-3664876.956414,4939967.010701,0.162046,0.964093,1.206082,1.544056,1.703192,-0.544633,0.339895,-3.372512,10
522789.000000,-1641889.310947,-3664876.742818,4939967.072323,0.406057,0.964082,1.206074,1.544043,1.703173,-0.331262,0.635095,-3.531686,10
522791.000000,-1641889.773772,-3664876.882867,4939967.215695,0.152914,0.964059,1.206058,1.544016,1.703135,-0.696355,0.478493,-3.220947,10
522792.000000,-1641889.483263,-3664877.268153,4939966.887003,0.105564,0.964047,1.206050,1.544002,1.703116,-0.273694,0.090864,-3.330409,10
522793.000000,-1641889.557759,-3664877.080012,4939967.160252,0.140162,0.964035,1.206041,1.543988,1.703096,-0.418611,0.372412,-3.206547,10
522794.000000,-1641889.661436,-3664876.923785,4939967.294901,-0.066022,0.964024,1.206033,1.543975,1.703076,-0.577108,0.534941,-3.164724,10
522796.000000,-1641890.029767,-3664877.007031,4939967.393703,-0.050584,0.964000,1.206016,1.543947,1.703037,-0.879196,0.420730,-2.945502,10
522797.000000,-1641889.699138,-3664877.067999,4939967.290672,0.069336,0.963989,1.206007,1.543933,1.703017,-0.552542,0.417900,-3.075646,10
522798.000000,-1641889.452169,-3664876.333634,4939966.607605,0.647462,0.963977,1.205999,1.543918,1.702997,-0.627459,0.588721,-4.091557,10
522800.000000,-1641889.482879,-3664876.404989,4939966.683401,0.742217,0.963953,1.205981,1.543890,1.702957,-0.626307,0.575909,-3.983787,10
522801.000000,-1641889.418643,-3664877.051567,4939966.695656,0.379550,0.963941,1.205972,1.543875,1.702937,-0.303290,0.144981,-3.620054,10
522802.000000,-1641889.451278,-3664876.692716,4939966.721859,0.437848,0.963930,1.205963,1.543861,1.702916,-0.479812,0.405841,-3.797024,10
522803.000000,-1641889.705642,-3664876.970867,4939967.326365,0.181932,0.963918,1.205954,1.543846,1.702896,-0.598197,0.507217,-3.101895,10
522805.000000,-1641889.635593,-3664876.391724,4939967.315440,0.329441,0.963894,1.205935,1.543817,1.702854,-0.771093,0.933824,-3.460429,10
522806.000000,-1641889.843920,-3664876.755587,4939967.305727,0.159831,0.963882,1.205926,1.543802,1.702834,-0.812416,0.603106,-3.205853,10
522807.000000,-1641889.946711,-3664876.868327,4939967.347952,0.124513,0.963870,1.205916,1.543787,1.702813,-0.860119,0.516888,-3.081957,10
522808.000000,-1641889.464369,-3664876.670189,4939967.057050,0.399170,0.963858,1.205906,1.543772,1.702792,-0.500970,0.628255,-3.545795,10
522810.000000,-1641889.647606,-3664876.622906,4939967.221335,0.314744,0.963834,1.205887,1.543742,1.702749,-0.687522,0.706744,-3.398014,10
522811.000000,-1641889.385179,-3664876.630234,4939967.260990,0.393212,0.963822,1.205877,1.543727,1.702728,-0.445042,0.809943,-3.430380,10
522812.000000,-1641889.585438,-3664876.749647,4939967.422885,0.108556,0.963810,1.205867,1.543711,1.702707,-0.578962,0.763162,-3.184513,10
522813.000000,-1641889.804879,-3664877.102324,4939967.212151,0.042790,0.963798,1.205857,1.543696,1.702685,-0.635002,0.310558,-3.089891,10
522815.000000,-1641889.932324,-3664877.176052,4939967.216412,0.094030,0.963774,1.205836,1.543665,1.702642,-0.721156,0.220343,-3.011565,10
522816.000000,-1641889.655363,-3664876.793666,4939966.972643,0.488377,0.963761,1.205826,1.543649,1.702620,-0.624773,0.426796,-3.491603,10
522817.000000,-1641889.917413,-3664877.205548,4939966.966637,0.172445,0.963749,1.205815,1.543633,1.702598,-0.695488,0.047223,-3.192812,10
522819.000000,-1641889.529906,-3664876.859351,4939966.952205,0.393646,0.963725,1.205794,1.543601,1.702554,-0.483425,0.407234,-3.502076,10
522820.000000,-1641889.156152,-3664876.739629,4939967.030059,0.384120,0.963713,1.205784,1.543585,1.702532,-0.191304,0.660052,-3.606164,10
522821.000000,-1641889.506373,-3664876.689782,4939967.388534,0.271730,0.963700,1.205773,1.543569,1.702510,-0.531290,0.809238,-3.265873,10
522822.000000,-1641889.661087,-3664877.049567,4939967.203641,0.257158,0.963688,1.205762,1.543553,1.702487,-0.525355,0.388414,-3.163700,10
522824.000000,-1641889.554682,-3664876.737231,4939967.524361,0.072759,0.963663,1.205740,1.543520,1.702442,-0.555973,0.845515,-3.120584,10
522825.000000,-1641889.118905,-3664876.636586,4939967.102413,0.450492,0.963651,1.205729,1.543504,1.702420,-0.199450,0.790518,-3.618519,10
522826.000000,-1641889.701932,-3664876.915129,4939967.642371,-0.088729,0.963638,1.205717,1.543487,1.702397,-0.617604,0.746504,-2.888948,10
522827.000000,-1641889.468640,-3664876.389190,4939967.495301,0.438991,0.963626,1.205706,1.543471,1.702374,-0.619773,1.101736,-3.364839,10
522829.000000,-1641889.494951,-3664876.809852,4939967.237739,0.514400,0.963601,1.205683,1.543437,1.702328,-0.471767,0.632886,-3.317287,10
522830.000000,-1641889.452328,-3664877.439107,4939967.237436,0.038824,0.963589,1.205671,1.543420,1.702304,-0.175558,0.199492,-2.967704,10
522831.000000,-1641889.565263,-3664877.064702,4939967.556290,-0.087265,0.963576,1.205660,1.543403,1.702281,-0.431719,0.629708,-2.905276,10
522832.000000,-1641889.672447,-3664876.651978,4939967.310797,0.429691,0.963564,1.205648,1.543386,1.702258,-0.698302,0.734404,-3.305362,10
522834.000000,-1641889.437649,-3664876.873588,4939967.306580,0.260964,0.963538,1.205624,1.543352,1.702211,-0.393413,0.649113,-3.241908,10
522835.000000,-1641889.527994,-3664876.893228,4939967.451671,0.230832,0.963526,1.205612,1.543335,1.702187,-0.467828,0.697581,-3.094556,10
522836.000000,-1641889.855472,-3664877.037819,4939967.318517,0.318668,0.963513,1.205600,1.543317,1.702163,-0.707549,0.407085,-3.031123,10
522838.000000,-1641889.336661,-3664876.445203,4939967.348855,0.603672,0.963488,1.205575,1.543282,1.702115,-0.476428,1.011950,-3.480568,10
522839.000000,-1641889.738289,-3664876.727347,4939967.403686,0.094238,0.963475,1.205562,1.543264,1.702091,-0.727569,0.718305,-3.172968,10
522840.000000,-1641889.797270,-3664877.217941,4939967.867838,-0.200853,0.963462,1.205550,1.543247,1.702067,-0.580781,0.642830,-2.515431,10
522841.000000,-1641889.638368,-3664876.924669,4939967.271222,0.231229,0.963450,1.205537,1.543229,1.702043,-0.555695,0.526776,-3.188566,10
522843.000000,-1641889.674596,-3664876.561479,4939967.363082,0.275479,0.963424,1.205512,1.543193,1.701994,-0.737270,0.830823,-3.316017,10
522844.000000,-1641889.710418,-3664877.023290,4939967.198453,0.032372,0.963411,1.205499,1.543175,1.701969,-0.581118,0.388117,-3.170128,10
522845.000000,-1641889.815727,-3664876.865707,4939967.554405,-0.044683,0.963398,1.205486,1.543157,1.701944,-0.741658,0.690125,-2.956487,10
522846.000000,-1641889.930885,-3664877.207182,4939967.678935,-0.333147,0.963385,1.205473,1.543138,1.701920,-0.707114,0.489281,-2.634240,10
522848.000000,-1641889.508288,-3664876.476398,4939967.412750,0.389393,0.963360,1.205446,1.543102,1.701870,-0.620293,0.975343,-3.368880,10
